SKU,Status,VMD_Realizado_60D,VMD_Previsto_Amanha,VMD_Previsto_7D
44495,Modelo não treinado,,,
44494,Modelo não treinado,,,
46805,Sucesso,0.3,0.3,0.3
38157,Sucesso,0.16666666666666666,0.16666666666666666,0.11666666666666667
22675,Sucesso,0.3,0.2833333333333333,0.23333333333333334
22681,Sucesso,1.3333333333333333,1.3166666666666667,1.2
46777,Sucesso,0.45,0.45,0.4166666666666667
38154,Modelo não treinado,,,
47815,Sucesso,0.3333333333333333,0.3333333333333333,0.3333333333333333
38153,Sucesso,0.45,0.4666666666666667,0.6166666666666667
47734,Sucesso,0.36666666666666664,0.36666666666666664,0.3333333333333333
47744,Sucesso,0.03333333333333333,0.03333333333333333,0.08333333333333333
47743,Sucesso,0.3,0.3,0.26666666666666666
51229,Modelo não treinado,,,
55940,Sucesso,0.8,0.8166666666666667,0.75
51230,Sucesso,0.35,0.36666666666666664,0.5666666666666667
55938,Modelo não treinado,,,
55935,Sucesso,0.38333333333333336,0.38333333333333336,0.36666666666666664
51548,Sucesso,2.033333333333333,2.033333333333333,2.0
51559,Sucesso,0.26666666666666666,0.26666666666666666,0.25
53837,Sucesso,0.21666666666666667,0.2,0.15
53831,Sucesso,0.7,0.7333333333333333,1.2333333333333334
53836,Sucesso,0.4166666666666667,0.43333333333333335,0.55
53830,Sucesso,1.5833333333333333,1.5333333333333334,1.4666666666666666
53832,Sucesso,0.5833333333333334,0.5833333333333334,0.5833333333333334
56651,Sucesso,0.45,0.45,0.45
56654,Sucesso,0.23333333333333334,0.23333333333333334,0.11666666666666667
56657,Sucesso,0.11666666666666667,0.11666666666666667,0.1
57749,Sucesso,0.38333333333333336,0.38333333333333336,0.35
57754,Sucesso,0.48333333333333334,0.5,0.6833333333333333
57756,Sucesso,0.65,0.65,0.6833333333333333
58406,Sucesso,1.2166666666666666,1.3,2.4833333333333334
58405,Sucesso,5.666666666666667,7.116666666666666,10.55
65064,Sucesso,2.0166666666666666,2.5166666666666666,9.383333333333333
65066,Sucesso,2.0,2.0,1.9166666666666667
65072,Modelo não treinado,,,
65081,Modelo não treinado,,,
65079,Sucesso,0.21666666666666667,0.21666666666666667,0.2
65083,Modelo não treinado,,,
65082,Modelo não treinado,,,
65076,Modelo não treinado,,,
65077,Sucesso,0.2,0.2,0.16666666666666666
65078,Modelo não treinado,,,
65080,Modelo não treinado,,,
67527,Sucesso,1.0166666666666666,1.05,1.4
68707,Sucesso,0.21666666666666667,0.16666666666666666,0.16666666666666666
72833,Sucesso,0.16666666666666666,0.48333333333333334,3.8833333333333333
72834,Sucesso,0.6833333333333333,0.6833333333333333,0.6333333333333333
72835,Sucesso,0.38333333333333336,0.38333333333333336,0.36666666666666664
77990,Sucesso,0.21666666666666667,0.21666666666666667,0.11666666666666667
77992,Sucesso,0.2833333333333333,0.2833333333333333,0.26666666666666666
78619,Sucesso,0.7166666666666667,5.85,40.666666666666664
80864,Sucesso,0.38333333333333336,0.38333333333333336,0.4
81006,Sucesso,0.18333333333333332,0.18333333333333332,0.18333333333333332
81744,Modelo não treinado,,,
81758,Sucesso,0.25,0.25,0.25
81760,Modelo não treinado,,,
81762,Sucesso,0.4,0.55,1.3
81764,Modelo não treinado,,,
81920,Sucesso,1.6666666666666667,1.65,1.6166666666666667
81921,Sucesso,0.6333333333333333,0.9333333333333333,1.6
81922,Sucesso,2.183333333333333,2.25,3.1166666666666667
81934,Modelo não treinado,,,
82329,Sucesso,0.36666666666666664,0.4,0.4666666666666667
82330,Sucesso,0.4666666666666667,0.4666666666666667,1.2333333333333334
82332,Modelo não treinado,,,
82331,Sucesso,0.2,0.18333333333333332,0.18333333333333332
82333,Modelo não treinado,,,
82342,Modelo não treinado,,,
82334,Sucesso,0.55,0.55,0.55
82341,Modelo não treinado,,,
82335,Sucesso,0.55,0.6333333333333333,1.0
82336,Sucesso,0.3,0.3,0.3
82337,Sucesso,0.7666666666666667,0.7666666666666667,0.8166666666666667
82340,Sucesso,0.06666666666666667,0.06666666666666667,0.06666666666666667
82345,Sucesso,0.6166666666666667,0.6166666666666667,0.5833333333333334
82366,Modelo não treinado,,,
82346,Sucesso,1.8833333333333333,2.2666666666666666,5.733333333333333
82348,Modelo não treinado,,,
82347,Sucesso,1.6833333333333333,2.3333333333333335,7.65
82349,Sucesso,0.3333333333333333,0.3333333333333333,0.2833333333333333
82350,Sucesso,0.15,0.15,0.15
82351,Sucesso,0.05,0.05,0.05
86615,Sucesso,1.1833333333333333,1.45,3.75
86613,Sucesso,3.1666666666666665,3.216666666666667,5.616666666666666
86617,Sucesso,0.6166666666666667,0.6166666666666667,0.6166666666666667
87615,Sucesso,1.1166666666666667,1.1666666666666667,1.55
87623,Sucesso,0.8166666666666667,0.8833333333333333,0.9833333333333333
88587,Sucesso,0.31666666666666665,0.31666666666666665,0.43333333333333335
88588,Sucesso,0.75,0.8,1.2333333333333334
88590,Sucesso,0.2833333333333333,0.2833333333333333,0.2
101710,Modelo não treinado,,,
101712,Sucesso,0.18333333333333332,0.18333333333333332,0.11666666666666667
101825,Modelo não treinado,,,
101826,Sucesso,0.21666666666666667,0.21666666666666667,0.21666666666666667
101827,Sucesso,0.3,0.2833333333333333,0.25
130913,Modelo não treinado,,,
130914,Modelo não treinado,,,
130915,Modelo não treinado,,,
130917,Modelo não treinado,,,
130918,Modelo não treinado,,,
130919,Modelo não treinado,,,
155133,Modelo não treinado,,,
155134,Modelo não treinado,,,
155137,Modelo não treinado,,,
155138,Modelo não treinado,,,
155141,Modelo não treinado,,,
155143,Modelo não treinado,,,
155144,Modelo não treinado,,,
155145,Modelo não treinado,,,
155263,Modelo não treinado,,,
155264,Modelo não treinado,,,
155265,Modelo não treinado,,,
155266,Modelo não treinado,,,
155267,Modelo não treinado,,,
202522,Modelo não treinado,,,
107882,Sucesso,0.2833333333333333,0.2833333333333333,0.26666666666666666
86576,Sucesso,2.566666666666667,2.4,2.1166666666666667
73836,Sucesso,27.4,27.583333333333332,28.166666666666668
69352,Sucesso,1.65,1.5833333333333333,1.55
47584,Sucesso,0.25,0.15,0.13333333333333333
41851,Sucesso,0.36666666666666664,0.36666666666666664,0.35
59169,Sucesso,3.2,3.1666666666666665,3.066666666666667
69351,Sucesso,58.31666666666667,58.15,51.53333333333333
69353,Sucesso,1.3833333333333333,1.3666666666666667,1.2166666666666666
73790,Sucesso,1.0,0.9666666666666667,0.9666666666666667
56482,Sucesso,0.7333333333333333,0.6833333333333333,0.5833333333333334
74441,Sucesso,3.0833333333333335,3.0833333333333335,5.233333333333333
69354,Sucesso,1.6,1.7,2.0833333333333335
80279,Sucesso,0.7333333333333333,0.8333333333333334,3.15
86982,Modelo não treinado,,,
60256,Sucesso,3.95,3.8666666666666667,3.35
56483,Sucesso,0.31666666666666665,0.31666666666666665,0.23333333333333334
155770,Sucesso,2.0,1.9833333333333334,1.8333333333333333
118333,Sucesso,7.083333333333333,6.683333333333334,8.783333333333333
23226,Sucesso,0.9166666666666666,0.9166666666666666,0.8
63781,Sucesso,0.7,0.7,0.7
78490,Sucesso,1.4833333333333334,1.45,1.4
55440,Sucesso,1.0166666666666666,1.0166666666666666,0.9833333333333333
72872,Sucesso,3.2666666666666666,3.2333333333333334,2.9
60255,Sucesso,1.0666666666666667,1.0,0.9166666666666666
72871,Sucesso,2.4833333333333334,2.466666666666667,2.1
78476,Sucesso,0.38333333333333336,0.38333333333333336,0.35
73012,Sucesso,0.5666666666666667,0.55,0.5166666666666667
78489,Sucesso,1.3166666666666667,1.2833333333333334,1.1833333333333333
86984,Sucesso,1.3666666666666667,1.4666666666666666,2.1166666666666667
88246,Sucesso,3.3,3.3,3.283333333333333
60254,Sucesso,0.8166666666666667,0.75,0.6166666666666667
55441,Sucesso,0.31666666666666665,0.3,0.26666666666666666
72870,Modelo não treinado,,,
163854,Modelo não treinado,,,
86983,Sucesso,0.5,0.48333333333333334,0.48333333333333334
59167,Sucesso,1.1666666666666667,1.1666666666666667,1.0833333333333333
53047,Sucesso,1.2,1.2,1.1833333333333333
73791,Sucesso,0.95,0.95,0.9333333333333333
78474,Sucesso,0.06666666666666667,0.06666666666666667,0.05
179850,Modelo não treinado,,,
53040,Sucesso,0.35,0.3333333333333333,0.3333333333333333
78475,Sucesso,0.35,0.35,0.2833333333333333
13759,Sucesso,0.36666666666666664,0.35,0.3333333333333333
31065,Sucesso,0.45,0.45,0.4166666666666667
63780,Sucesso,0.5833333333333334,0.5833333333333334,0.55
47582,Sucesso,1.8833333333333333,1.8333333333333333,1.5333333333333334
47583,Sucesso,0.08333333333333333,0.08333333333333333,0.08333333333333333
13773,Sucesso,0.55,0.55,0.55
55442,Sucesso,0.25,0.2,0.16666666666666666
41853,Sucesso,0.45,0.45,0.31666666666666665
47581,Sucesso,0.43333333333333335,0.43333333333333335,0.35
80278,Sucesso,0.1,0.1,0.1
78477,Sucesso,2.05,2.0,1.8
62408,Sucesso,0.21666666666666667,0.21666666666666667,0.16666666666666666
84958,Sucesso,8.466666666666667,10.7,26.383333333333333
21518,Sucesso,0.3333333333333333,0.3333333333333333,0.23333333333333334
59168,Sucesso,7.85,7.7,6.233333333333333
62409,Sucesso,1.1166666666666667,1.1166666666666667,1.2166666666666666
53046,Modelo não treinado,,,
83503,Sucesso,7.466666666666667,9.3,96.11666666666666
91137,Modelo não treinado,,,
53045,Sucesso,0.5,0.5,0.45
53044,Sucesso,0.85,1500418.2166666666,22507959.95
47585,Sucesso,3.5166666666666666,3.533333333333333,3.55
72859,Modelo não treinado,,,
77335,Sucesso,0.11666666666666667,0.08333333333333333,0.08333333333333333
81155,Sucesso,1.6166666666666667,1.6166666666666667,2.25
83286,Sucesso,3.183333333333333,3.183333333333333,3.1
83287,Sucesso,0.2833333333333333,0.2833333333333333,0.25
91136,Sucesso,0.6333333333333333,0.6166666666666667,0.7666666666666667
118326,Modelo não treinado,,,
172897,Modelo não treinado,,,
75741,Modelo não treinado,,,
90329,Sucesso,0.2,0.2,0.2
90337,Sucesso,0.03333333333333333,0.03333333333333333,0.016666666666666666
90330,Sucesso,0.43333333333333335,0.43333333333333335,0.4166666666666667
90336,Sucesso,0.1,0.1,0.11666666666666667
90327,Sucesso,0.2833333333333333,0.2833333333333333,0.25
90331,Sucesso,0.2833333333333333,0.2833333333333333,0.26666666666666666
90334,Modelo não treinado,,,
90328,Modelo não treinado,,,
134475,Modelo não treinado,,,
134477,Modelo não treinado,,,
100727,Sucesso,0.26666666666666666,0.26666666666666666,0.23333333333333334
134476,Modelo não treinado,,,
191940,Modelo não treinado,,,
100725,Sucesso,0.55,0.55,0.5166666666666667
134473,Modelo não treinado,,,
134474,Modelo não treinado,,,
90335,Modelo não treinado,,,
134478,Modelo não treinado,,,
134466,Modelo não treinado,,,
90326,Sucesso,0.21666666666666667,0.21666666666666667,0.2
90324,Modelo não treinado,,,
90325,Sucesso,0.31666666666666665,0.31666666666666665,0.26666666666666666
90333,Modelo não treinado,,,
90332,Sucesso,0.7166666666666667,0.7,0.8166666666666667
134467,Modelo não treinado,,,
77761,Sucesso,3.15,3.15,3.0833333333333335
129996,Sucesso,0.4,0.4,0.2833333333333333
129997,Sucesso,0.2833333333333333,0.2833333333333333,0.2
88254,Sucesso,0.16666666666666666,0.08333333333333333,0.03333333333333333
188727,Modelo não treinado,,,
188728,Modelo não treinado,,,
99020,Modelo não treinado,,,
151326,Sucesso,0.6166666666666667,0.6166666666666667,0.6
52465,Sucesso,0.16666666666666666,0.16666666666666666,0.13333333333333333
67915,Sucesso,0.21666666666666667,0.21666666666666667,0.18333333333333332
52311,Sucesso,0.1,0.1,0.08333333333333333
52310,Modelo não treinado,,,
52462,Sucesso,0.5666666666666667,0.5666666666666667,0.6166666666666667
52303,Sucesso,0.2833333333333333,0.2833333333333333,0.2833333333333333
52304,Sucesso,0.08333333333333333,0.08333333333333333,0.08333333333333333
52305,Sucesso,0.18333333333333332,0.18333333333333332,0.2
52278,Sucesso,0.05,0.21666666666666667,3.6666666666666665
52302,Sucesso,0.08333333333333333,0.08333333333333333,0.08333333333333333
52306,Sucesso,0.11666666666666667,0.13333333333333333,0.13333333333333333
52307,Sucesso,0.31666666666666665,0.31666666666666665,0.26666666666666666
52312,Sucesso,0.36666666666666664,0.3333333333333333,0.3
52315,Modelo não treinado,,,
52461,Sucesso,0.0,0.016666666666666666,0.18333333333333332
52464,Sucesso,0.16666666666666666,0.16666666666666666,0.15
49032,Modelo não treinado,,,
55622,Sucesso,0.18333333333333332,0.2,0.25
55606,Sucesso,0.15,0.15,0.15
55767,Sucesso,0.016666666666666666,0.016666666666666666,0.03333333333333333
55580,Sucesso,0.23333333333333334,0.2,0.18333333333333332
66755,Sucesso,0.15,0.15,0.13333333333333333
55599,Modelo não treinado,,,
55581,Modelo não treinado,,,
57186,Sucesso,0.3333333333333333,0.3333333333333333,0.3
55582,Modelo não treinado,,,
73873,Sucesso,0.08333333333333333,0.08333333333333333,0.08333333333333333
55654,Modelo não treinado,,,
55586,Sucesso,0.23333333333333334,0.23333333333333334,0.2
57156,Modelo não treinado,,,
64642,Sucesso,0.2,0.26666666666666666,0.5666666666666667
55624,Sucesso,0.25,0.25,0.25
55621,Sucesso,0.2,0.2,0.13333333333333333
55604,Sucesso,0.06666666666666667,0.06666666666666667,0.06666666666666667
55655,Modelo não treinado,,,
55583,Sucesso,0.6833333333333333,0.6666666666666666,0.6666666666666666
55579,Sucesso,0.3,0.3,0.3
55590,Modelo não treinado,,,
55600,Modelo não treinado,,,
55584,Sucesso,0.23333333333333334,0.25,0.25
55585,Sucesso,0.36666666666666664,0.36666666666666664,0.31666666666666665
55577,Modelo não treinado,,,
57130,Sucesso,0.1,0.1,0.1
55589,Sucesso,0.21666666666666667,0.21666666666666667,0.16666666666666666
55601,Sucesso,0.4166666666666667,0.4166666666666667,0.4
55602,Sucesso,0.9,0.9166666666666666,0.9833333333333333
55605,Sucesso,0.11666666666666667,0.16666666666666666,0.43333333333333335
55623,Sucesso,0.3333333333333333,0.3333333333333333,0.31666666666666665
55648,Modelo não treinado,,,
55650,Sucesso,0.5333333333333333,43.15,641.7666666666667
55651,Sucesso,0.35,0.4,1.0333333333333334
57157,Modelo não treinado,,,
55587,Sucesso,0.18333333333333332,0.18333333333333332,0.11666666666666667
55588,Sucesso,0.06666666666666667,0.03333333333333333,0.03333333333333333
55768,Sucesso,0.15,0.13333333333333333,0.13333333333333333
79946,Modelo não treinado,,,
63947,Modelo não treinado,,,
63941,Modelo não treinado,,,
63948,Modelo não treinado,,,
64200,Modelo não treinado,,,
64203,Modelo não treinado,,,
64204,Modelo não treinado,,,
64205,Modelo não treinado,,,
63939,Modelo não treinado,,,
63946,Modelo não treinado,,,
63938,Modelo não treinado,,,
63943,Modelo não treinado,,,
63936,Modelo não treinado,,,
63964,Modelo não treinado,,,
63951,Modelo não treinado,,,
64060,Modelo não treinado,,,
64070,Modelo não treinado,,,
64056,Modelo não treinado,,,
64082,Modelo não treinado,,,
64088,Modelo não treinado,,,
64195,Modelo não treinado,,,
64207,Modelo não treinado,,,
64206,Modelo não treinado,,,
64201,Modelo não treinado,,,
64202,Modelo não treinado,,,
135379,Sucesso,1.8,1.8166666666666667,1.6
135380,Sucesso,1.7333333333333334,1.7333333333333334,1.3333333333333333
135381,Sucesso,0.15,0.15,0.15
60389,Sucesso,3.433333333333333,3.5833333333333335,5.15
60386,Sucesso,5.483333333333333,5.283333333333333,3.5833333333333335
74594,Sucesso,1.2333333333333334,1.2,1.05
47010,Sucesso,1.1333333333333333,1.1333333333333333,0.9833333333333333
33472,Sucesso,5.15,5.133333333333334,4.533333333333333
46938,Sucesso,2.15,2.1166666666666667,2.25
60387,Sucesso,2.1166666666666667,2.15,2.3666666666666667
48002,Sucesso,0.8166666666666667,0.8,0.7
46926,Sucesso,0.85,0.8666666666666667,0.95
27087,Sucesso,1.2166666666666666,1.2,0.9833333333333333
27076,Sucesso,1.2333333333333334,1.25,1.15
43341,Sucesso,1.0,0.7666666666666667,0.5166666666666667
60390,Sucesso,85.38333333333334,71.78333333333333,53.63333333333333
60388,Sucesso,0.55,0.5666666666666667,0.6166666666666667
33465,Sucesso,1.0166666666666666,1.0166666666666666,0.85
100690,Sucesso,0.48333333333333334,0.4666666666666667,0.4166666666666667
70753,Sucesso,1.7666666666666666,1.7666666666666666,1.7
33469,Sucesso,0.6166666666666667,0.6166666666666667,0.6333333333333333
46937,Sucesso,2.0166666666666666,2.033333333333333,2.4
74434,Sucesso,1.2,1.1833333333333333,0.85
33474,Sucesso,0.5833333333333334,0.6,0.7666666666666667
45314,Sucesso,0.35,0.35,0.3333333333333333
56642,Sucesso,0.4666666666666667,0.4666666666666667,0.4
63785,Sucesso,0.26666666666666666,0.26666666666666666,0.26666666666666666
27108,Sucesso,1.1833333333333333,1.25,1.45
33464,Sucesso,0.75,0.7333333333333333,0.6666666666666666
28258,Sucesso,0.85,0.85,0.8666666666666667
74431,Sucesso,0.35,0.35,0.26666666666666666
47008,Sucesso,0.55,0.55,0.48333333333333334
47968,Sucesso,0.9833333333333333,1.1166666666666667,1.55
56640,Sucesso,0.43333333333333335,0.4166666666666667,0.4
107790,Sucesso,0.2833333333333333,0.2833333333333333,0.38333333333333336
33468,Modelo não treinado,,,
33459,Modelo não treinado,,,
63784,Sucesso,0.25,0.25,0.25
33471,Modelo não treinado,,,
46940,Sucesso,0.15,0.15,0.13333333333333333
56641,Modelo não treinado,,,
28254,Sucesso,2.1666666666666665,2.183333333333333,2.2333333333333334
33467,Sucesso,0.36666666666666664,0.3333333333333333,0.3
82005,Sucesso,3.15,3.1,2.95
28256,Sucesso,0.48333333333333334,0.48333333333333334,0.48333333333333334
33454,Sucesso,0.21666666666666667,0.23333333333333334,0.31666666666666665
33460,Modelo não treinado,,,
27092,Modelo não treinado,,,
27141,Sucesso,0.6,0.6,0.6
28255,Modelo não treinado,,,
28257,Sucesso,0.6166666666666667,0.6,0.6
33444,Modelo não treinado,,,
33445,Sucesso,0.6833333333333333,0.6833333333333333,0.7
33473,Sucesso,0.6333333333333333,0.6333333333333333,0.6166666666666667
43335,Modelo não treinado,,,
43336,Modelo não treinado,,,
43339,Modelo não treinado,,,
43340,Modelo não treinado,,,
46936,Sucesso,0.5833333333333334,0.6166666666666667,0.7666666666666667
46939,Sucesso,0.31666666666666665,0.31666666666666665,0.2833333333333333
47969,Sucesso,0.38333333333333336,0.38333333333333336,0.38333333333333336
48003,Sucesso,0.6166666666666667,0.6166666666666667,0.5666666666666667
49496,Modelo não treinado,,,
49605,Modelo não treinado,,,
54129,Modelo não treinado,,,
54204,Modelo não treinado,,,
54328,Modelo não treinado,,,
54366,Sucesso,0.16666666666666666,0.16666666666666666,0.16666666666666666
54369,Modelo não treinado,,,
56644,Modelo não treinado,,,
60391,Sucesso,0.9333333333333333,0.9333333333333333,0.8833333333333333
61082,Sucesso,0.43333333333333335,0.4166666666666667,0.4
63786,Modelo não treinado,,,
74433,Sucesso,0.3,0.3,0.26666666666666666
74435,Sucesso,10.0,10.85,12.266666666666667
86267,Sucesso,0.9833333333333333,0.9333333333333333,0.9333333333333333
107791,Sucesso,3.2,2.966666666666667,1.7166666666666666
106248,Sucesso,1.8166666666666667,2.1166666666666667,17.633333333333333
61235,Sucesso,0.85,0.8166666666666667,0.7
58366,Sucesso,0.8,0.8,0.7333333333333333
15401,Sucesso,1.05,1.05,0.8666666666666667
15386,Sucesso,2.05,2.0166666666666666,1.75
61247,Sucesso,4.75,4.766666666666667,4.833333333333333
73829,Sucesso,6.566666666666666,6.466666666666667,5.933333333333334
15302,Sucesso,0.7166666666666667,0.7166666666666667,0.6
15388,Sucesso,2.2,2.1,1.8833333333333333
15384,Sucesso,0.9333333333333333,0.9333333333333333,0.7
15387,Sucesso,0.2,0.2,0.15
15300,Sucesso,0.15,0.13333333333333333,0.13333333333333333
61236,Sucesso,0.3,0.2833333333333333,0.23333333333333334
15299,Sucesso,0.18333333333333332,0.18333333333333332,0.11666666666666667
15303,Sucesso,0.43333333333333335,0.43333333333333335,0.4166666666666667
15390,Sucesso,0.26666666666666666,0.25,0.2
61233,Sucesso,0.38333333333333336,0.38333333333333336,0.31666666666666665
61246,Sucesso,1.5833333333333333,1.5666666666666667,1.4166666666666667
15304,Sucesso,0.25,0.25,0.21666666666666667
15307,Sucesso,0.75,0.7333333333333333,0.6333333333333333
15400,Sucesso,0.5166666666666667,0.5166666666666667,0.4166666666666667
15399,Sucesso,0.16666666666666666,0.15,0.15
15385,Sucesso,0.6,0.5833333333333334,0.5666666666666667
15305,Sucesso,0.3333333333333333,0.31666666666666665,0.3
